date,rule,return,overnight,intraday,netvalue,confirmed_1457,close_has_signal,ret_overnight,ret_intraday,ret_total,month
2022/8/1,35,0.016770111,0.008279338,0.008421053, 1.0777 ,TRUE,TRUE,0.008279338,0.008421053,0.016770111022696987,Aug-22
2022/8/2,3,0.003664429,0.003664429,0, 1.0814 ,TRUE,TRUE,0.003664429,0,0.003664429,Aug-22
2022/8/3,0,0,0,0, 1.0814 ,FALSE,FALSE,0,0,0,Aug-22
2022/8/4,0,0,0,0, 1.0814 ,FALSE,TRUE,0,0.003239329,0.003239329,Aug-22
2022/8/5,0,0,0,0, 1.0814 ,FALSE,TRUE,0,0.006108872,0.006108872,Aug-22
2022/8/8,34,0.004393645,0,0.004393645, 1.0858 ,TRUE,TRUE,0,0.004393645,0.004393645,Aug-22
2022/8/9,0,0,0,0, 1.0858 ,FALSE,FALSE,0,0,0,Aug-22
2022/8/10,0,0,0,0, 1.0858 ,FALSE,FALSE,0,0,0,Aug-22
2022/8/11,0,0,0,0, 1.0858 ,FALSE,FALSE,0,0,0,Aug-22
2022/8/12,0,0,0,0, 1.0858 ,FALSE,FALSE,0,0,0,Aug-22
2022/8/15,0,0,0,0, 1.0858 ,FALSE,FALSE,0,0,0,Aug-22
2022/8/16,0,0,0,0, 1.0858 ,FALSE,FALSE,0,0,0,Aug-22
2022/8/17,29,0.009002888,0.001436988,0.007555044, 1.0948 ,TRUE,TRUE,0.001436988,0.007555044,0.009002888,Aug-22
2022/8/18,0,0,0,0, 1.0948 ,FALSE,FALSE,0,0,0,Aug-22
2022/8/19,0,0,0,0, 1.0948 ,FALSE,FALSE,0,0,0,Aug-22
2022/8/22,0,0,0,0, 1.0948 ,FALSE,FALSE,0,0,0,Aug-22
2022/8/23,0,0,0,0, 1.0948 ,FALSE,FALSE,0,0,0,Aug-22
2022/8/24,0,0,0,0, 1.0948 ,FALSE,TRUE,0,-0.004190525,-0.004190525,Aug-22
2022/8/25,13,0.003338633,0,0.003338633, 1.0981 ,TRUE,TRUE,0,0.003338633,0.003338633,Aug-22
2022/8/26,0,0,0,0, 1.0981 ,FALSE,FALSE,0,0,0,Aug-22
2022/8/29,0,0,0,0, 1.0981 ,FALSE,FALSE,0,0,0,Aug-22
2022/8/30,25,0.016550202,0,0.016550202, 1.1147 ,TRUE,TRUE,0,0.016550202,0.016550202,Aug-22
2022/8/31,0,0,0,0, 1.1147 ,FALSE,FALSE,0,0,0,Aug-22
2022/9/1,31,0.002485691,0.002452984,3.26264E-05, 1.1171 ,TRUE,TRUE,0.002452984,3.2626427406201586e-05,0.002485691,Sep-22
2022/9/2,36,-0.005518728,0,-0.005518728, 1.1116 ,TRUE,TRUE,0,-0.005518728,-0.005518728,Sep-22
2022/9/5,0,0,0,0, 1.1116 ,FALSE,FALSE,0,0,0,Sep-22
2022/9/6,0,0,0,0, 1.1116 ,FALSE,FALSE,0,0,0,Sep-22
2022/9/7,0,0,0,0, 1.1116 ,FALSE,FALSE,0,0,0,Sep-22
2022/9/8,37,-0.002935984,0.002426463,-0.005349467, 1.1087 ,TRUE,TRUE,0.002426463,-0.005349467,-0.002935984,Sep-22
2022/9/9,13,0.00512253,0,0.00512253, 1.1138 ,TRUE,TRUE,0,0.00512253,0.00512253,Sep-22
2022/9/13,0,0,0,0, 1.1138 ,FALSE,FALSE,0,0,0,Sep-22
2022/9/14,0,0,0,0, 1.1138 ,FALSE,FALSE,0,0,0,Sep-22
2022/9/15,18,-0.024719842,-0.002142386,-0.022625929, 1.0891 ,TRUE,TRUE,-0.002142386,0.022625928984310484,0.020435069215557045,Sep-22
2022/9/16,2,-0.006961811,0,-0.006961811, 1.0821 ,TRUE,TRUE,0,-0.006961811,-0.006961811,Sep-22
2022/9/19,0,0,0,0, 1.0821 ,FALSE,FALSE,0,0,0,Sep-22
2022/9/20,31,0.005170142,-0.002534383,0.007724101, 1.0873 ,TRUE,TRUE,-0.002534383,0.007724101,0.005170142,Sep-22
2022/9/21,34,0.003989856,0,0.003989856, 1.0913 ,TRUE,TRUE,0,0.003989856,0.003989856,Sep-22
2022/9/22,0,0,0,0, 1.0913 ,FALSE,FALSE,0,0,0,Sep-22
2022/9/23,0,0,0,0, 1.0913 ,FALSE,FALSE,0,0,0,Sep-22
2022/9/26,0,0,0,0, 1.0913 ,FALSE,FALSE,0,0,0,Sep-22
2022/9/27,47,0.013836868,0.002621973,0.011185567, 1.1051 ,TRUE,FALSE,0.002621973,0,0.002621973,Sep-22
2022/9/28,17,0.005871245,0,0.005871245, 1.1110 ,TRUE,TRUE,0,0.005871245,0.005871245,Sep-22
2022/9/29,0,0,0,0, 1.1110 ,FALSE,FALSE,0,0,0,Sep-22
2022/9/30,0,0,0,0, 1.1110 ,FALSE,FALSE,0,0,0,Sep-22
2022/10/10,7,-0.002750059,0.001964328,-0.004705144, 1.1083 ,TRUE,TRUE,0.001964328,-0.004705144,-0.002750059,Oct-22
2022/10/11,34,0.021940928,0,0.021940928, 1.1302 ,TRUE,TRUE,0,0.021940928270042237,0.021940928270042237,Oct-22
2022/10/12,22,-0.003032508,0.003165428,-0.006178379, 1.1272 ,TRUE,TRUE,0.003165428,-0.006178379,-0.003032508,Oct-22
2022/10/13,0,0,0,0, 1.1272 ,FALSE,FALSE,0,0,0,Oct-22
2022/10/14,0,0,0,0, 1.1272 ,FALSE,FALSE,0,0,0,Oct-22
2022/10/17,0,0,0,0, 1.1272 ,FALSE,FALSE,0,0,0,Oct-22
2022/10/18,0,0,0,0, 1.1272 ,FALSE,FALSE,0,0,0,Oct-22
2022/10/19,6,0.000275397,0.002765043,-0.002482781, 1.1274 ,FALSE,TRUE,0,-0.001071847,-0.001071847,Oct-22
2022/10/20,43,0.00070612,0,0.00070612, 1.1281 ,TRUE,TRUE,0,0.00070612,0.00070612,Oct-22
2022/10/21,0,0,0,0, 1.1281 ,FALSE,FALSE,0,0,0,Oct-22
2022/10/24,7,0.002176096,8.3696E-05,0.002092225, 1.1303 ,TRUE,TRUE,8.36960160697231e-05,0.002092225,0.002176096,Oct-22
2022/10/25,0,0,0,0, 1.1303 ,FALSE,FALSE,0,0,0,Oct-22
2022/10/26,22,0.000733789,-0.003882325,0.004634106, 1.1311 ,TRUE,TRUE,-0.003882325,0.004634106,0.000733789,Oct-22
2022/10/27,0,0,0,0, 1.1311 ,FALSE,FALSE,0,0,0,Oct-22
2022/10/28,3,-0.001039681,-0.001039681,0, 1.1300 ,TRUE,TRUE,-0.001039681,0,-0.001039681,Oct-22
2022/10/31,31,0.027631352,0.002756245,0.024806734, 1.1576 ,TRUE,TRUE,0.002756245,0.024806734238103534,0.027631352,Oct-22
2022/11/1,9,0.010113156,-0.003837299,0.014004193, 1.1678 ,TRUE,TRUE,-0.003837299,0.014004192872117516,0.010113156061403394,Nov-22
2022/11/2,0,0,0,0, 1.1678 ,FALSE,FALSE,0,0,0,Nov-22
2022/11/3,0,0,0,0, 1.1678 ,FALSE,FALSE,0,0,0,Nov-22
2022/11/4,9,0.005117626,-0.00486618,0.010032626, 1.1729 ,TRUE,TRUE,-0.00486618,0.010032626,0.005117626,Nov-22
2022/11/7,29,0.006378671,-8.07559E-05,0.006459948, 1.1793 ,TRUE,TRUE,-8.08E-05,0.006459948,0.006378671,Nov-22
2022/11/8,0,0,0,0, 1.1793 ,FALSE,FALSE,0,0,0,Nov-22
2022/11/9,0,0,0,0, 1.1793 ,FALSE,FALSE,0,0,0,Nov-22
2022/11/10,29,-0.028868123,-0.030253475,0.001428571, 1.1504 ,TRUE,FALSE,-0.030253475,0,-0.030253475,Nov-22
2022/11/11,13,0.008673139,0,0.008673139, 1.1591 ,TRUE,TRUE,0,0.008673139,0.008673139,Nov-22
2022/11/14,24,0.017106294,0.001077305,0.01601174, 1.1762 ,TRUE,TRUE,0.001077305,0.016011739768465594,0.017106294,Nov-22
2022/11/15,8,0.007576798,0.003102378,0.004460581, 1.1837 ,TRUE,TRUE,0.003102378,0.004460581,0.007576798,Nov-22
2022/11/16,0,0,0,0, 1.1837 ,FALSE,FALSE,0,0,0,Nov-22
2022/11/17,33,-0.004446525,0.002418285,-0.006848249, 1.1793 ,TRUE,TRUE,0.002418285,-0.006848249,-0.004446525,Nov-22
2022/11/18,0,0,0,0, 1.1793 ,FALSE,FALSE,0,0,0,Nov-22
2022/11/21,23,-0.004433186,-0.002221517,-0.002216593, 1.1749 ,TRUE,TRUE,-0.002221517,0.002216593,-9.85E-06,Nov-22
2022/11/22,43,6.52635E-05,0,6.52635E-05, 1.1749 ,TRUE,FALSE,0,0,0,Nov-22
2022/11/23,43,0.004027151,0,0.004027151, 1.1790 ,TRUE,TRUE,0,0.004027151,0.004027151,Nov-22
2022/11/24,0,0,0,0, 1.1790 ,FALSE,FALSE,0,0,0,Nov-22
2022/11/25,29,0.017640557,0.021405049,-0.003685602, 1.1966 ,TRUE,TRUE,0.021405049396267972,-0.003685602,0.017640557,Nov-22
2022/11/28,7,0.042947234,0.01412948,0.028416247, 1.2395 ,TRUE,TRUE,0.014129480322503385,0.028416247,0.042947234,Nov-22
2022/11/29,0,0,0,0, 1.2395 ,FALSE,FALSE,0,0,0,Nov-22
2022/11/30,0,0,0,0, 1.2395 ,FALSE,FALSE,0,0,0,Nov-22
2022/12/1,24,-0.002261712,-0.001292407,-0.00097056, 1.2373 ,TRUE,TRUE,-0.001292407,-0.00097056,-0.002261712,Dec-22
2022/12/2,0,0,0,0, 1.2373 ,FALSE,FALSE,0,0,0,Dec-22
2022/12/5,13,0.002969427,0,0.002969427, 1.2403 ,TRUE,TRUE,0,0.002969427,0.002969427,Dec-22
2022/12/6,0,0,0,0, 1.2403 ,FALSE,FALSE,0,0,0,Dec-22
2022/12/7,0,0,0,0, 1.2403 ,FALSE,TRUE,0,0.002095017,0.002095017,Dec-22
2022/12/8,0,0,0,0, 1.2403 ,FALSE,FALSE,0,0,0,Dec-22
2022/12/9,0,0,0,0, 1.2403 ,FALSE,FALSE,0,0,0,Dec-22
2022/12/12,0,0,0,0, 1.2403 ,FALSE,FALSE,0,0,0,Dec-22
2022/12/13,43,0.005733646,0,0.005733646, 1.2460 ,TRUE,TRUE,0,0.005733646,0.005733646,Dec-22
2022/12/14,29,0.006749463,-0.00037114,0.007123247, 1.2527 ,TRUE,TRUE,-0.00037114,0.007123247,0.006749463,Dec-22
2022/12/15,0,0,0,0, 1.2527 ,FALSE,FALSE,0,0,0,Dec-22
2022/12/16,0,0,0,0, 1.2527 ,FALSE,FALSE,0,0,0,Dec-22
2022/12/19,0,0,0,0, 1.2527 ,FALSE,TRUE,0,0.009905312,0.009905312,Dec-22
2022/12/20,5,0.001543728,-0.001973001,0.003523681, 1.2543 ,TRUE,TRUE,-0.001973001,0.003523681,0.001543728,Dec-22
2022/12/21,43,0.014907128,0,0.014907128, 1.2692 ,TRUE,FALSE,0,0,0,Dec-22
2022/12/22,43,-0.000829445,0,-0.000829445, 1.2684 ,TRUE,TRUE,0,-0.000829445,-0.000829445,Dec-22
2022/12/23,30,0.006008061,0,0.006008061, 1.2744 ,TRUE,TRUE,0,0.006008061,0.006008061,Dec-22
2022/12/26,47,-0.012128489,-0.007526603,-0.004636785, 1.2622 ,FALSE,FALSE,0,0,0,Dec-22
2022/12/27,0,0,0,0, 1.2622 ,FALSE,FALSE,0,0,0,Dec-22
2022/12/28,0,0,0,0, 1.2622 ,FALSE,FALSE,0,0,0,Dec-22
2022/12/29,0,0,0,0, 1.2622 ,FALSE,FALSE,0,0,0,Dec-22
2022/12/30,28,0.00516129,0,0.00516129, 1.2674 ,TRUE,TRUE,0,0.00516129,0.00516129,Dec-22
2023/1/3,0,0,0,0, 1.2674 ,FALSE,TRUE,0,0.000268519,0.000268519,Jan-23
2023/1/4,0,0,0,0, 1.2674 ,FALSE,FALSE,0,0,0,Jan-23
2023/1/5,10,0.000887049,0.000887049,0, 1.2683 ,TRUE,TRUE,0.000887049,0,0.000887049,Jan-23
2023/1/6,0,0,0,0, 1.2683 ,FALSE,FALSE,0,0,0,Jan-23
2023/1/9,46,0.002967539,0.001130325,0.001835139, 1.2713 ,TRUE,TRUE,0.001130325,0.001835139,0.002967539,Jan-23
2023/1/10,0,0,0,0, 1.2713 ,FALSE,FALSE,0,0,0,Jan-23
2023/1/11,43,0.002220381,0,0.002220381, 1.2735 ,TRUE,FALSE,0,0,0,Jan-23
2023/1/12,43,-0.006920301,0,-0.006920301, 1.2666 ,TRUE,TRUE,0,0.015619324373410626,0.015619324373410626,Jan-23
2023/1/13,10,0.01702432,0.000500715,0.016515336, 1.2836 ,FALSE,TRUE,0,0.016515336,0.016515336,Jan-23
2023/1/16,11,0.000944164,0,0.000944164, 1.2845 ,FALSE,TRUE,0,0.000944164,0.000944164,Jan-23
2023/1/17,0,0,0,0, 1.2845 ,FALSE,FALSE,0,0,0,Jan-23
2023/1/18,0,0,0,0, 1.2845 ,FALSE,FALSE,0,0,0,Jan-23
2023/1/19,0,0,0,0, 1.2845 ,FALSE,FALSE,0,0,0,Jan-23
2023/1/20,0,0,0,0, 1.2845 ,FALSE,FALSE,0,0,0,Jan-23
2023/1/30,24,0.003087894,-0.000413841,0.003503185, 1.2876 ,TRUE,TRUE,-0.000413841,0.003503185,0.003087894,Jan-23
2023/1/31,38,0.005844609,-0.001745478,0.007603358, 1.2935 ,TRUE,FALSE,-0.001745478,0,-0.001745478,Jan-23
2023/2/1,33,-0.002687602,0.001980338,-0.004658714, 1.2908 ,TRUE,TRUE,0.001980338,-0.004658714,-0.002687602,Feb-23
2023/2/2,0,0,0,0, 1.2908 ,FALSE,FALSE,0,0,0,Feb-23
2023/2/3,0,0,0,0, 1.2908 ,FALSE,FALSE,0,0,0,Feb-23
2023/2/6,0,0,0,0, 1.2908 ,FALSE,FALSE,0,0,0,Feb-23
2023/2/7,0,0,0,0, 1.2908 ,FALSE,FALSE,0,0,0,Feb-23
2023/2/8,27,0.01548037,-0.000606447,0.016096579, 1.3062 ,TRUE,TRUE,-0.000606447,0.016096579,0.01548037,Feb-23
2023/2/9,47,0.006355303,0.001983647,0.004363002, 1.3126 ,TRUE,FALSE,0.001983647,0,0.001983647,Feb-23
2023/2/10,0,0,0,0, 1.3126 ,FALSE,FALSE,0,0,0,Feb-23
2023/2/13,0,0,0,0, 1.3126 ,FALSE,FALSE,0,0,0,Feb-23
2023/2/14,0,0,0,0, 1.3126 ,FALSE,FALSE,0,0,0,Feb-23
2023/2/15,0,0,0,0, 1.3126 ,FALSE,FALSE,0,0,0,Feb-23
2023/2/16,0,0,0,0, 1.3126 ,FALSE,TRUE,0,0.009832484,0.009832484,Feb-23
2023/2/17,0,0,0,0, 1.3126 ,FALSE,FALSE,0,0,0,Feb-23
2023/2/20,46,-0.00016243,0.001068972,-0.001230087, 1.3124 ,TRUE,TRUE,0.001068972,-0.001230087,-0.00016243,Feb-23
2023/2/21,0,0,0,0, 1.3124 ,FALSE,FALSE,0,0,0,Feb-23
2023/2/22,0,0,0,0, 1.3124 ,FALSE,FALSE,0,0,0,Feb-23
2023/2/23,37,0.011358182,-0.001265761,0.012639942, 1.3238 ,TRUE,TRUE,-0.001265761,0.012639942217407052,0.011358182,Feb-23
2023/2/24,36,0.003100187,0,0.003100187, 1.3269 ,TRUE,TRUE,0,0.003100187,0.003100187,Feb-23
2023/2/27,30,-0.002482839,0,-0.002482839, 1.3244 ,TRUE,TRUE,0,-0.002482839,-0.002482839,Feb-23
2023/2/28,33,0.01143648,-0.001748252,0.013207823, 1.3358 ,TRUE,TRUE,-0.001748252,0.013207822533566782,0.011436480186480136,Feb-23
2023/3/1,0,0,0,0, 1.3358 ,FALSE,FALSE,0,0,0,Mar-23
2023/3/2,0,0,0,0, 1.3358 ,FALSE,FALSE,0,0,0,Mar-23
2023/3/3,37,0.009487788,-0.000532121,0.010025243, 1.3453 ,TRUE,TRUE,-0.000532121,0.010025243418680163,0.009487788,Mar-23
2023/3/6,0,0,0,0, 1.3453 ,FALSE,FALSE,0,0,0,Mar-23
2023/3/7,0,0,0,0, 1.3453 ,FALSE,FALSE,0,0,0,Mar-23
2023/3/8,36,0.003460317,0,0.003460317, 1.3488 ,TRUE,TRUE,0,0.003460317,0.003460317,Mar-23
2023/3/9,0,0,0,0, 1.3488 ,FALSE,FALSE,0,0,0,Mar-23
2023/3/10,25,0.007713249,0,0.007713249, 1.3565 ,TRUE,FALSE,0,0,0,Mar-23
2023/3/13,30,0.005109708,0,0.005109708, 1.3616 ,TRUE,TRUE,0,0.005109708,0.005109708,Mar-23
2023/3/14,30,0.008092919,0,0.008092919, 1.3697 ,TRUE,TRUE,0,0.008092919,0.008092919,Mar-23
2023/3/15,32,0.011446552,0.007625928,0.003791709, 1.3812 ,TRUE,TRUE,0.007625928,0.003791709,0.011446552251365594,Mar-23
2023/3/16,27,0.007075318,0.007042713,3.23771E-05, 1.3882 ,TRUE,TRUE,0.007042713,3.237712879600174e-05,0.007075318,Mar-23
2023/3/17,32,0.004633611,-0.000756811,0.005394505, 1.3929 ,TRUE,TRUE,-0.000756811,0.005394505,0.004633611,Mar-23
2023/3/20,0,0,0,0, 1.3929 ,FALSE,FALSE,0,0,0,Mar-23
2023/3/21,40,0.006103241,0.002858887,0.003235106, 1.3990 ,TRUE,TRUE,0.002858887,0.003235106,0.006103241,Mar-23
2023/3/22,0,0,0,0, 1.3990 ,FALSE,FALSE,0,0,0,Mar-23
2023/3/23,29,0.005021325,0.002840909,0.002174239, 1.4040 ,TRUE,TRUE,0.002840909,0.002174239,0.005021325,Mar-23
2023/3/24,0,0,0,0, 1.4040 ,FALSE,FALSE,0,0,0,Mar-23
2023/3/27,0,0,0,0, 1.4040 ,FALSE,FALSE,0,0,0,Mar-23
2023/3/28,30,0.010427607,0,0.010427607, 1.4144 ,TRUE,TRUE,0,0.010427606901725617,0.010427606901725728,Mar-23
2023/3/29,27,0.006676037,0.00092634,0.005744375, 1.4211 ,TRUE,TRUE,0.00092634,0.005744375,0.006676037,Mar-23
2023/3/30,46,0.003214906,-0.001182905,0.004403019, 1.4243 ,TRUE,FALSE,-0.001182905,0,-0.001182905,Mar-23
2023/3/31,0,0,0,0, 1.4243 ,FALSE,FALSE,0,0,0,Mar-23
2023/4/3,35,-0.004486917,-0.000898674,-0.00359147, 1.4198 ,TRUE,TRUE,-0.000898674,-0.00359147,-0.004486917,Apr-23
2023/4/4,0,0,0,0, 1.4198 ,FALSE,FALSE,0,0,0,Apr-23
2023/4/6,0,0,0,0, 1.4198 ,FALSE,FALSE,0,0,0,Apr-23
2023/4/7,0,0,0,0, 1.4198 ,FALSE,FALSE,0,0,0,Apr-23
2023/4/10,0,0,0,0, 1.4198 ,FALSE,FALSE,0,0,0,Apr-23
2023/4/11,0,0,0,0, 1.4198 ,FALSE,FALSE,0,0,0,Apr-23
2023/4/12,0,0,0,0, 1.4198 ,FALSE,FALSE,0,0,0,Apr-23
2023/4/13,0,0,0,0, 1.4198 ,FALSE,FALSE,0,0,0,Apr-23
2023/4/14,0,0,0,0, 1.4198 ,FALSE,FALSE,0,0,0,Apr-23
2023/4/17,13,0.004083594,0,0.004083594, 1.4239 ,TRUE,TRUE,0,0.004083594,0.004083594,Apr-23
2023/4/18,0,0,0,0, 1.4239 ,FALSE,FALSE,0,0,0,Apr-23
2023/4/19,0,0,0,0, 1.4239 ,FALSE,FALSE,0,0,0,Apr-23
2023/4/20,0,0,0,0, 1.4239 ,FALSE,FALSE,0,0,0,Apr-23
2023/4/21,3,0.000769157,0.000769157,0, 1.4247 ,TRUE,TRUE,0.000769157,0,0.000769157,Apr-23
2023/4/24,0,0,0,0, 1.4247 ,FALSE,FALSE,0,0,0,Apr-23
2023/4/25,0,0,0,0, 1.4247 ,FALSE,FALSE,0,0,0,Apr-23
2023/4/26,0,0,0,0, 1.4247 ,FALSE,FALSE,0,0,0,Apr-23
2023/4/27,0,0,0,0, 1.4247 ,FALSE,FALSE,0,0,0,Apr-23
2023/4/28,0,0,0,0, 1.4247 ,FALSE,FALSE,0,0,0,Apr-23
2023/5/4,29,0.002952745,-0.001706991,0.004667704, 1.4276 ,TRUE,TRUE,-0.001706991,0.004667704,0.002952745,May-23
2023/5/5,0,0,0,0, 1.4276 ,FALSE,FALSE,0,0,0,May-23
2023/5/8,46,-0.001486529,0.000254746,-0.001740832, 1.4261 ,TRUE,TRUE,0.000254746,-0.001740832,-0.001486529,May-23
2023/5/9,27,-0.001360192,-0.000809638,-0.000551, 1.4248 ,TRUE,TRUE,-0.000809638,-0.000551,-0.001360192,May-23
2023/5/10,0,0,0,0, 1.4248 ,FALSE,FALSE,0,0,0,May-23
2023/5/11,0,0,0,0, 1.4248 ,FALSE,FALSE,0,0,0,May-23
2023/5/12,0,0,0,0, 1.4248 ,FALSE,FALSE,0,0,0,May-23
2023/5/15,10,0.000522193,0.000522193,0, 1.4253 ,FALSE,TRUE,0,0,0,May-23
2023/5/16,0,0,0,0, 1.4253 ,FALSE,FALSE,0,0,0,May-23
2023/5/17,0,0,0,0, 1.4253 ,FALSE,FALSE,0,0,0,May-23
2023/5/18,0,0,0,0, 1.4253 ,FALSE,FALSE,0,0,0,May-23
2023/5/19,0,0,0,0, 1.4253 ,FALSE,FALSE,0,0,0,May-23
2023/5/22,29,0.016393024,-0.000453686,0.016854357, 1.4417 ,TRUE,TRUE,-0.000453686,0.016854357191444458,0.016393024401792244,May-23
2023/5/23,0,0,0,0, 1.4417 ,FALSE,TRUE,0,0.013648982109808805,0.013648982109808916,May-23
2023/5/24,0,0,0,0, 1.4417 ,FALSE,FALSE,0,0,0,May-23
2023/5/25,0,0,0,0, 1.4417 ,FALSE,FALSE,0,0,0,May-23
2023/5/26,34,-0.004006623,0,-0.004006623, 1.4377 ,TRUE,TRUE,0,-0.004006623,-0.004006623,May-23
2023/5/29,0,0,0,0, 1.4377 ,FALSE,FALSE,0,0,0,May-23
2023/5/30,35,0.014527459,0.004205348,0.010278884, 1.4522 ,TRUE,TRUE,0.004205348,0.010278884462151527,0.014527458680710037,May-23
2023/5/31,0,0,0,0, 1.4522 ,FALSE,TRUE,0,0.002578773,0.002578773,May-23
2023/6/1,25,0.010853951,0,0.010853951, 1.4631 ,TRUE,TRUE,0,0.010853950518754818,0.010853950518754818,Jun-23
2023/6/2,13,-0.000424182,0,-0.000424182, 1.4626 ,TRUE,TRUE,0,-0.000424182,-0.000424182,Jun-23
2023/6/5,43,0.018956098,0,0.018956098, 1.4816 ,TRUE,TRUE,0,0.018956098,0.018956098,Jun-23
2023/6/6,19,0.002529684,-0.00167729,0.004214042, 1.4841 ,TRUE,TRUE,-0.00167729,0.004214042,0.002529684,Jun-23
2023/6/7,0,0,0,0, 1.4841 ,FALSE,FALSE,0,0,0,Jun-23
2023/6/8,0,0,0,0, 1.4841 ,FALSE,FALSE,0,0,0,Jun-23
2023/6/9,0,0,0,0, 1.4841 ,FALSE,FALSE,0,0,0,Jun-23
2023/6/12,0,0,0,0, 1.4841 ,FALSE,FALSE,0,0,0,Jun-23
2023/6/13,0,0,0,0, 1.4841 ,FALSE,FALSE,0,0,0,Jun-23
2023/6/14,0,0,0,0, 1.4841 ,FALSE,FALSE,0,0,0,Jun-23
2023/6/15,15,0.00950131,0.001489394,0.008, 1.4936 ,TRUE,TRUE,0.001489394,0.008,0.00950131,Jun-23
2023/6/16,0,0,0,0, 1.4936 ,FALSE,FALSE,0,0,0,Jun-23
2023/6/19,35,0.004268725,0.000158053,0.004110022, 1.4979 ,TRUE,TRUE,0.000158053,0.004110022,0.004268725,Jun-23
2023/6/20,0,0,0,0, 1.4979 ,FALSE,TRUE,0,0.018000263,0.018000263,Jun-23
2023/6/21,17,0.010084034,0,0.010084034, 1.5080 ,TRUE,TRUE,0,0.010084033613445453,0.010084033613445342,Jun-23
2023/6/26,0,0,0,0, 1.5080 ,FALSE,FALSE,0,0,0,Jun-23
2023/6/27,33,0.003469981,-0.003066495,0.006556581, 1.5115 ,TRUE,TRUE,-0.003066495,0.006556581,0.003469981,Jun-23
2023/6/28,30,0.007234727,0,0.007234727, 1.5187 ,TRUE,TRUE,0,0.007234727,0.007234727,Jun-23
2023/6/29,0,0,0,0, 1.5187 ,FALSE,FALSE,0,0,0,Jun-23
2023/6/30,0,0,0,0, 1.5187 ,FALSE,FALSE,0,0,0,Jun-23
2023/7/3,13,-0.00039341,0,-0.00039341, 1.5183 ,TRUE,TRUE,0,-0.00039341,-0.00039341,Jul-23
2023/7/4,0,0,0,0, 1.5183 ,FALSE,FALSE,0,0,0,Jul-23
2023/7/5,43,0.005168734,0,0.005168734, 1.5235 ,TRUE,TRUE,0,0.005168734,0.005168734,Jul-23
2023/7/6,43,0.000671704,0,0.000671704, 1.5241 ,TRUE,TRUE,0,0.000671704,0.000671704,Jul-23
2023/7/7,25,-0.000965795,0,-0.000965795, 1.5232 ,TRUE,FALSE,0,0,0,Jul-23
2023/7/10,0,0,0,0, 1.5232 ,FALSE,FALSE,0,0,0,Jul-23
2023/7/11,0,0,0,0, 1.5232 ,FALSE,FALSE,0,0,0,Jul-23
2023/7/12,0,0,0,0, 1.5232 ,FALSE,FALSE,0,0,0,Jul-23
2023/7/13,10,0.002912469,0.002912469,0, 1.5261 ,TRUE,TRUE,0.002912469,0,0.002912469,Jul-23
